session_id,timestamp,traffic_source,campaign_id,device_type,landing_page_variant,geo_region,returning_visitor,session_duration_sec,scroll_depth_pct,num_clicks,sections_viewed,time_to_first_scroll_sec,form_started,form_field_interactions,converted,appointment_set,appointment_overall,log_duration,log_clicks,log_time_to_first_scroll,session_date,intent_score,intent_tier
s_486887,2026-03-07 22:12:19,google,g_camp_0013,mobile,B,South,0,13.6,27.7,2,4,,0,0,0,,0,2.681021528714291,1.0986122886681096,,2026-03-07,0.007052720228517673,Low
s_995254,2026-02-27 21:27:42,google,g_camp_0011,tablet,A,South,1,199.8,64.0,6,4,4.53,0,0,0,,0,5.302309387817574,1.9459101490553132,1.7101878155342436,2026-02-27,0.09262931024820438,High
s_456653,2026-03-10 18:05:30,google,g_camp_0011,mobile,B,South,0,47.5,48.4,4,5,3.15,1,2,0,,0,3.8815637979434374,1.6094379124341003,1.423108334242607,2026-03-10,0.044186686758269964,Medium
s_572515,2026-02-28 18:53:01,google,g_camp_0013,desktop,B,South,0,63.2,62.3,4,5,2.16,0,0,0,,0,4.162003210695915,1.6094379124341003,1.1505720275988207,2026-02-28,0.07396105854087237,High
s_141470,2026-02-20 13:17:10,google,g_camp_0012,desktop,A,South,0,89.6,75.9,5,3,2.95,0,0,0,,0,4.506454213048934,1.791759469228055,1.3737155789130306,2026-02-20,0.06676973255727024,High
s_596100,2026-03-04 01:49:19,google,g_camp_0012,mobile,B,Northeast,0,12.1,54.4,8,6,5.41,0,0,0,,0,2.5726122302071057,2.1972245773362196,1.8578592709325787,2026-03-04,0.06186830873428412,High
s_827758,2026-03-08 20:35:02,facebook,fb_camp_0003,mobile,B,Northeast,0,17.4,17.0,1,0,5.1,0,0,0,,0,2.91235066461494,0.6931471805599453,1.8082887711792655,2026-03-08,0.001105975503893947,Low
s_897884,2026-03-25 00:40:49,facebook,fb_camp_0001,desktop,A,Northeast,0,27.9,,2,3,10.1,0,0,0,,0,3.3638415951183864,1.0986122886681096,2.4069451083182885,2026-03-25,0.0060710232182801934,Low
s_452837,2026-02-09 18:50:54,facebook,fb_camp_0003,desktop,A,Northeast,0,14.2,37.1,4,5,2.12,0,0,0,,0,2.7212954278522306,1.6094379124341003,1.1378330018213911,2026-02-09,0.024184799670234302,Medium
s_680820,2026-03-17 02:24:21,facebook,fb_camp_0003,mobile,B,South,1,10.2,9.7,0,1,9.7,0,0,0,,0,2.4159137783010487,0.0,2.3702437414678603,2026-03-17,0.0004314513312368049,Low
s_874929,2026-03-04 04:42:36,google,g_camp_0012,mobile,B,Midwest,0,17.4,45.5,7,3,4.52,0,0,0,,0,2.91235066461494,2.0794415416798357,1.7083778602890038,2026-03-04,0.02034655682511555,Medium
s_174973,2026-02-04 12:27:18,facebook,fb_camp_0001,mobile,A,Midwest,0,3.7,3.7,1,1,4.46,0,0,0,,0,1.547562508716013,0.6931471805599453,1.6974487897568138,2026-02-04,0.000648219148089853,Low
s_827164,2026-02-27 04:14:02,google,g_camp_0012,desktop,A,South,0,22.3,55.2,3,5,1.71,0,0,0,,0,3.148453360571655,1.3862943611198906,0.9969486348916095,2026-02-27,0.03820107605038281,Medium
s_566861,2026-03-23 20:39:51,facebook,fb_camp_0002,mobile,A,Midwest,1,11.4,26.9,3,1,3.78,0,0,0,,0,2.517696472610991,1.3862943611198906,1.5644405465033646,2026-03-23,0.0032708521980553255,Low
s_641393,2026-03-21 10:16:04,facebook,fb_camp_0001,desktop,A,Northeast,0,457.2,58.0,5,5,3.03,0,0,0,,0,6.127305770019395,1.791759469228055,1.3937663759585917,2026-03-21,0.12671957831565697,High
s_018727,2026-02-21 18:15:08,google,g_camp_0011,mobile,B,South,0,30.7,71.5,2,4,3.34,0,0,0,,0,3.456316680883235,1.0986122886681096,1.4678743481123135,2026-02-21,0.034234115001511266,Medium
s_107204,2026-02-10 08:20:20,google,g_camp_0011,desktop,B,Northeast,0,63.8,100.0,10,7,4.12,1,7,1,1.0,1,4.1713056033582285,2.3978952727983707,1.6331544390514163,2026-02-10,0.40450626760850006,High
s_512917,2026-02-07 18:38:54,facebook,fb_camp_0002,mobile,B,Midwest,0,40.4,24.8,2,4,3.65,1,1,0,,0,3.7232808808312687,1.0986122886681096,1.536867219599265,2026-02-07,0.010542508127746937,Low
s_917882,2026-02-04 15:35:14,google,g_camp_0011,desktop,A,South,0,135.0,81.6,6,7,3.21,0,0,0,,0,4.912654885736052,1.9459101490553132,1.43746264769429,2026-02-04,0.2803440364271869,High
s_505544,2026-02-12 04:37:04,facebook,fb_camp_0003,desktop,A,Northeast,1,23.5,28.3,3,2,3.11,0,0,0,,0,3.1986731175506815,1.3862943611198906,1.4134230285081433,2026-02-12,0.006333416169838914,Low
s_484308,2026-02-09 22:30:56,facebook,fb_camp_0003,mobile,B,South,0,29.9,15.3,1,3,6.48,0,0,0,,0,3.4307561839036995,0.6931471805599453,2.012232791986386,2026-02-09,0.0032183064365030184,Low
s_231279,2026-02-14 12:18:37,facebook,fb_camp_0003,desktop,A,West,0,31.6,20.6,0,3,2.9,0,0,0,,0,3.484312288372662,0.0,1.3609765531356006,2026-02-14,0.0027866395853788826,Low
s_350216,2026-02-19 05:18:23,facebook,fb_camp_0001,desktop,B,South,1,46.6,51.8,6,1,4.6,0,0,0,,0,3.8628327612373745,1.9459101490553132,1.7227665977411035,2026-02-19,0.015387282748826128,Medium
s_748885,2026-02-10 04:52:12,facebook,fb_camp_0003,desktop,B,Northeast,0,40.0,63.9,4,3,2.26,1,4,0,,0,3.713572066704308,1.6094379124341003,1.1817271953786161,2026-02-10,0.03362708043432877,Medium
s_395356,2026-02-04 21:41:58,facebook,fb_camp_0003,desktop,A,Midwest,0,30.2,35.2,1,3,3.04,0,0,0,,0,3.4404180948154366,0.6931471805599453,1.3962446919730587,2026-02-04,0.0065199914800737,Low
s_912058,2026-02-13 20:15:16,facebook,fb_camp_0001,desktop,A,South,0,40.2,0.0,2,3,2.13,0,0,0,,0,3.7184382563554808,1.0986122886681096,1.1410330045520618,2026-02-13,0.004481689994517738,Low
s_401546,2026-02-22 07:21:25,facebook,fb_camp_0001,desktop,A,Midwest,0,159.9,77.7,8,1,2.58,1,3,0,,0,5.080783053998338,2.1972245773362196,1.275362800412609,2026-02-22,0.06650475924101117,High
s_238852,2026-03-09 21:26:16,google,g_camp_0011,mobile,A,South,0,41.9,50.8,1,4,3.47,0,0,0,,0,3.758871825933971,0.6931471805599453,1.4973884086254774,2026-03-09,0.015605302054415059,Medium
s_737722,2026-03-10 03:44:09,facebook,fb_camp_0003,desktop,B,South,0,32.0,7.6,3,5,8.43,1,1,0,,0,3.4965075614664802,1.3862943611198906,2.2438960966453663,2026-03-10,0.008789029405513125,Low
s_567073,2026-02-04 06:06:52,facebook,fb_camp_0001,desktop,B,Midwest,0,9.8,3.3,2,0,15.64,0,0,0,,0,2.379546134130174,1.0986122886681096,2.8118094353930627,2026-02-04,0.0006554556744422025,Low
s_202328,2026-02-15 11:20:04,google,g_camp_0011,desktop,A,Midwest,1,135.9,63.8,10,7,4.17,0,0,0,,0,4.919250732294404,2.3978952727983707,1.6428726885203377,2026-02-15,0.26266207478665743,High
s_604847,2026-02-16 23:57:13,facebook,fb_camp_0003,mobile,B,West,0,14.6,41.5,0,2,4.17,0,0,0,,0,2.747270914255491,0.0,1.6428726885203377,2026-02-16,0.00252145312943837,Low
s_192387,2026-03-05 20:25:42,facebook,fb_camp_0007,mobile,B,South,0,0.0,5.8,77,0,0.77,0,0,0,,0,0.0,4.356708826689592,0.5709795465857378,2026-03-05,0.011095325874974124,Low
s_130698,2026-03-18 19:56:28,facebook,fb_camp_0002,desktop,A,Midwest,0,12.3,42.1,2,5,2.55,0,0,0,,0,2.5877640352277083,1.0986122886681096,1.2669476034873244,2026-03-18,0.017768446275220263,Medium
s_079165,2026-02-28 04:40:36,google,g_camp_0012,tablet,A,South,0,96.7,45.7,8,5,4.13,0,0,0,,0,4.581901559048737,2.1972245773362196,1.635105659182678,2026-02-28,0.07397939611092157,High
s_584830,2026-02-09 00:58:55,facebook,fb_camp_0001,desktop,B,West,0,67.2,58.7,4,4,8.59,0,0,0,,0,4.222444564849416,1.6094379124341003,2.2607208888953467,2026-02-09,0.034450825331968145,Medium
s_909123,2026-02-24 04:35:26,facebook,fb_camp_0003,desktop,A,South,0,33.2,50.6,3,4,8.75,1,10,1,1.0,1,3.5322256440685598,1.3862943611198906,2.277267285009756,2026-02-24,0.01684369345717541,Medium
s_512085,2026-02-05 01:05:29,facebook,fb_camp_0003,desktop,A,South,0,52.3,32.2,6,3,1.96,1,5,0,,0,3.975936331171799,1.9459101490553132,1.085189268335969,2026-02-05,0.023210836481578033,Medium
s_333891,2026-03-09 17:39:02,facebook,fb_camp_0002,mobile,B,South,0,35.7,14.1,1,3,6.02,0,0,0,,0,3.6027767550605247,0.6931471805599453,1.9487632180377197,2026-03-09,0.0032667870087051336,Low
s_321325,2026-03-11 21:47:09,google,g_camp_0012,mobile,B,South,0,40.8,6.7,1,1,9.34,0,0,0,,0,3.7328963395307104,0.6931471805599453,2.336019869080283,2026-03-11,0.001129474835746213,Low
s_153064,2026-03-19 08:52:25,facebook,fb_camp_0003,tablet,A,West,0,22.4,32.1,3,4,11.47,0,0,0,,0,3.152736022363656,1.3862943611198906,2.523325759691945,2026-03-19,0.008846587323609352,Low
s_091922,2026-02-11 15:14:06,facebook,fb_camp_0003,desktop,B,Midwest,0,182.5,59.9,5,3,3.02,0,0,0,,0,5.212214667494625,1.791759469228055,1.3912819026309298,2026-02-11,0.05845825789650185,High
s_211993,2026-03-06 22:22:54,google,g_camp_0011,desktop,A,West,0,44.8,44.7,8,5,3.96,0,0,0,,0,3.8242840911201395,2.1972245773362196,1.601405740736836,2026-03-06,0.05957689008187558,High
s_409362,2026-03-10 16:28:17,facebook,fb_camp_0003,tablet,A,Northeast,0,16.1,26.9,2,0,1.78,0,0,0,,0,2.8390784635086144,1.0986122886681096,1.0224509277025458,2026-03-10,0.00287192291999809,Low
s_154997,2026-02-08 10:16:04,google,g_camp_0011,mobile,B,Northeast,0,12.5,19.8,4,4,3.43,0,0,0,,0,2.6026896854443837,1.6094379124341003,1.4883995840570443,2026-02-08,0.009658846191431501,Low
s_621550,2026-03-17 07:07:26,facebook,fb_camp_0002,mobile,B,South,0,9.3,21.8,3,1,5.32,0,0,0,,0,2.33214389523559,1.3862943611198906,1.843719208158766,2026-03-17,0.002694959331904855,Low
s_248894,2026-03-01 00:33:14,facebook,fb_camp_0003,mobile,A,Northeast,1,8.2,17.3,7,2,4.04,0,0,0,,0,2.2192034840549946,2.0794415416798357,1.6174060820832772,2026-03-01,0.005766009812592573,Low
s_809421,2026-02-05 11:00:14,google,g_camp_0013,mobile,B,West,0,27.2,22.5,0,5,2.52,1,2,0,,0,3.339321977944068,0.0,1.2584609896100059,2026-02-05,0.005219111777459532,Low
s_928148,2026-02-26 10:05:22,facebook,fb_camp_0002,desktop,A,West,0,30.3,30.6,2,4,5.81,0,0,0,,0,3.4436180975461075,1.0986122886681096,1.918392120161421,2026-02-26,0.009719291035993175,Low
s_866415,2026-03-26 01:23:45,facebook,fb_camp_0002,mobile,B,West,0,59.9,42.9,4,3,5.31,0,0,0,,0,4.109233174715851,1.6094379124341003,1.8421356765531218,2026-03-26,0.01893913887697274,Medium
s_204952,2026-03-08 14:48:07,facebook,fb_camp_0001,mobile,B,West,0,32.0,18.2,6,1,7.4,0,0,0,,0,3.4965075614664802,1.9459101490553132,2.128231705849268,2026-03-08,0.0050255203892090785,Low
s_143333,2026-02-15 21:48:16,facebook,fb_camp_0003,mobile,B,South,0,4.5,49.7,1,3,5.89,0,0,0,,0,1.7047480922384253,0.6931471805599453,1.9300710850255671,2026-02-15,0.004880805286484156,Low
s_597688,2026-03-22 14:28:28,facebook,fb_camp_0001,desktop,A,Midwest,0,20.1,60.5,4,3,1.5,0,0,0,,0,3.0492730404820207,1.6094379124341003,0.9162907318741551,2026-03-22,0.027650294327707624,Medium
s_335069,2026-03-16 06:46:37,facebook,fb_camp_0002,desktop,A,South,0,55.2,18.8,2,4,9.11,0,0,0,,0,4.028916756899646,1.0986122886681096,2.3135250330323798,2026-03-16,0.007320853460736847,Low
s_571008,2026-03-10 02:25:25,facebook,fb_camp_0001,desktop,A,West,0,31.1,69.8,3,4,2.8,0,0,0,,0,3.4688560301359703,1.3862943611198906,1.33500106673234,2026-03-10,0.04329180397860098,Medium
s_443987,2026-02-26 13:34:15,facebook,fb_camp_0001,mobile,B,South,0,14.5,27.5,2,0,7.86,0,0,0,,0,2.740840023925201,1.0986122886681096,2.1815467646169897,2026-02-26,0.0015606531968653983,Low
s_068978,2026-02-19 23:22:31,facebook,fb_camp_0003,desktop,B,South,0,54.6,17.2,2,6,3.72,0,0,0,,0,4.018183201256536,1.0986122886681096,1.551808799597464,2026-02-19,0.01893464546662596,Medium
s_366734,2026-03-17 04:30:34,facebook,fb_camp_0001,mobile,A,West,1,6.7,10.9,1,2,4.19,0,0,0,,0,2.0412203288596382,0.6931471805599453,1.6467336971777973,2026-03-17,0.0015486401582818937,Low
s_488553,2026-03-21 16:42:45,facebook,fb_camp_0001,desktop,A,Northeast,0,14.2,52.5,3,3,4.3,0,0,0,,0,2.7212954278522306,1.3862943611198906,1.667706820558076,2026-03-21,0.013369578530442435,Medium
s_412305,2026-03-09 09:32:05,google,g_camp_0011,desktop,A,Midwest,0,34.1,38.7,7,3,4.28,0,0,0,,0,3.55820113047182,2.0794415416798357,1.66392609771817,2026-03-09,0.02132840405682974,Medium
s_888002,2026-02-08 22:20:29,facebook,fb_camp_0001,mobile,B,Midwest,0,77.3,58.6,6,4,2.59,0,0,0,,0,4.360547602996757,1.9459101490553132,1.2781522025001875,2026-02-08,0.06579923016216974,High
s_498820,2026-03-27 23:07:55,facebook,fb_camp_0003,desktop,B,Northeast,1,19.4,18.3,3,3,3.24,0,0,0,,0,3.0155349008501706,1.3862943611198906,1.4445632692438664,2026-03-27,0.0067299730622664465,Low
s_374078,2026-02-11 14:20:38,google,g_camp_0011,mobile,B,South,0,20.0,100.0,9,7,3.07,0,0,0,,0,3.044522437723423,2.302585092994046,1.4036429994545037,2026-02-11,0.3243970427339842,High
s_056801,2026-02-28 14:42:44,google,g_camp_0012,mobile,B,Northeast,1,37.0,66.1,5,4,4.76,0,0,0,,0,3.6375861597263857,1.791759469228055,1.7509374747077997,2026-02-28,0.04866310344868524,Medium
s_648054,2026-03-13 10:59:41,google,g_camp_0011,tablet,B,South,0,81.9,57.0,6,5,2.56,0,0,0,,0,4.417635062141249,1.9459101490553132,1.269760544863939,2026-03-13,0.08809839247600257,High
s_912203,2026-03-16 10:45:04,google,g_camp_0013,mobile,B,Midwest,0,173.8,88.3,10,5,1.65,0,0,0,,0,5.163642463221435,2.3978952727983707,0.9745596399981308,2026-03-16,0.3163669124040797,High
s_505600,2026-03-23 10:07:26,facebook,fb_camp_0003,mobile,B,West,0,72.1,15.3,8,3,3.28,1,5,0,,0,4.291828366755733,2.1972245773362196,1.4539530095937054,2026-03-23,0.017453585039276784,Medium
s_980280,2026-02-13 02:07:44,facebook,fb_camp_0001,desktop,B,South,0,72.8,66.3,5,4,3.34,0,0,0,,0,4.301358731606427,1.791759469228055,1.4678743481123135,2026-02-13,0.0648309250154395,High
s_489513,2026-02-28 08:41:26,google,g_camp_0013,mobile,A,West,0,45.3,35.1,6,4,6.93,0,0,0,,0,3.835141961092188,1.9459101490553132,2.0706530356467567,2026-02-28,0.023874795962821726,Medium
s_499004,2026-02-27 21:24:18,google,g_camp_0011,mobile,B,West,0,22.5,42.9,1,5,4.61,0,0,0,,0,3.157000421150113,0.6931471805599453,1.724550719534605,2026-02-27,0.01281322294078364,Medium
s_635218,2026-03-03 02:45:16,facebook,fb_camp_0003,desktop,A,South,0,15.7,26.6,1,2,3.89,0,0,0,,0,2.8154087194227095,0.6931471805599453,1.5871923034867808,2026-03-03,0.0030954989889221355,Low
s_688578,2026-02-10 00:56:58,google,g_camp_0011,mobile,A,Northeast,0,38.0,0.0,5,3,8.01,0,0,0,,0,3.6635616461296463,1.791759469228055,2.1983350716202463,2026-02-10,0.00489027033301093,Low
s_658305,2026-02-09 04:25:52,google,g_camp_0012,mobile,A,South,1,339.8,98.7,7,9,2.75,0,0,0,,0,5.83129579495516,2.0794415416798357,1.3217558399823195,2026-02-09,0.6570165331363922,High
s_769473,2026-02-19 22:17:58,google,g_camp_0011,desktop,B,South,0,59.4,85.2,8,5,3.77,0,0,0,,0,4.100989104940769,2.1972245773362196,1.5623463049002497,2026-02-19,0.16891725368495017,High
s_329369,2026-02-09 08:28:44,facebook,fb_camp_0003,desktop,B,Midwest,0,25.0,61.6,1,0,4.13,1,4,0,,0,3.258096538021482,0.6931471805599453,1.635105659182678,2026-02-09,0.004129201162506487,Low
s_486180,2026-03-22 02:54:02,facebook,fb_camp_0003,tablet,A,West,0,44.7,38.1,1,2,10.04,1,1,0,,0,3.822098297900159,0.6931471805599453,2.401525040848949,2026-03-22,0.003994956980548809,Low
s_537804,2026-02-08 02:18:54,facebook,fb_camp_0003,mobile,A,South,0,21.0,13.4,1,2,1.81,0,0,0,,0,3.091042453358316,0.6931471805599453,1.0331844833456545,2026-02-08,0.002813726548928975,Low
s_139233,2026-03-19 20:55:05,facebook,fb_camp_0002,tablet,B,Midwest,0,16.8,,2,3,6.73,0,0,0,,0,2.8791984572980396,1.0986122886681096,2.0451088625993306,2026-03-19,0.006278941124675695,Low
s_754536,2026-03-02 21:56:17,facebook,fb_camp_0002,desktop,B,West,0,9.0,24.3,0,2,6.65,0,0,0,,0,2.302585092994046,0.0,2.0347056478384444,2026-03-02,0.0011822391224791155,Low
s_698097,2026-03-20 10:33:54,google,g_camp_0013,mobile,B,South,1,70.9,53.6,4,8,3.06,1,2,0,,0,4.275276264727001,1.6094379124341003,1.4011829736136412,2026-03-20,0.13990140046590954,High
s_590028,2026-03-09 15:41:02,facebook,fb_camp_0002,mobile,A,South,0,39.2,17.4,2,0,2.61,0,0,0,,0,3.6938669956249752,1.0986122886681096,1.2837077723447896,2026-03-09,0.002505070674766053,Low
s_501193,2026-03-24 01:49:33,facebook,fb_camp_0003,mobile,B,South,0,87.9,25.8,2,1,24.72,0,0,0,,0,4.487512142519859,1.0986122886681096,3.2472688993694185,2026-03-24,0.00260496374738696,Low
s_220304,2026-03-25 17:47:07,facebook,fb_camp_0003,desktop,B,Midwest,0,23.7,34.7,2,2,5.96,0,0,0,,0,3.2068032436339315,1.0986122886681096,1.9401794743463283,2026-03-25,0.00499477196887226,Low
s_569478,2026-03-14 11:18:17,facebook,fb_camp_0003,mobile,B,West,0,8.9,15.9,1,3,5.41,0,0,0,,0,2.2925347571405443,0.6931471805599453,1.8578592709325787,2026-03-14,0.0021160030273513868,Low
s_227157,2026-02-10 20:08:00,facebook,fb_camp_0001,desktop,A,West,0,45.4,59.5,1,3,2.08,0,0,0,,0,3.8372994592322094,0.6931471805599453,1.1249295969854831,2026-02-10,0.015063423150204869,Medium
s_377248,2026-03-28 14:08:55,facebook,fb_camp_0003,mobile,A,South,0,40.5,44.1,1,4,3.32,0,0,0,,0,3.725693427236653,0.6931471805599453,1.463255402256019,2026-03-28,0.012729345122477328,Medium
s_536709,2026-02-02 13:57:30,facebook,fb_camp_0002,mobile,B,South,0,9.4,22.9,1,3,3.45,0,0,0,,0,2.341805806147327,0.6931471805599453,1.4929040961781488,2026-02-02,0.002983017723504577,Low
s_971599,2026-02-10 23:27:06,facebook,fb_camp_0003,mobile,A,Midwest,0,7.7,0.0,0,0,7.25,0,0,0,,0,2.1633230256605382,0.0,2.1102132003465894,2026-02-10,0.0002754757636847445,Low
s_506951,2026-02-06 07:23:54,facebook,fb_camp_0002,desktop,B,Midwest,0,11.7,11.5,2,5,4.74,0,0,0,,0,2.5416019934645457,1.0986122886681096,1.747459210331475,2026-02-06,0.00627780376413556,Low
s_336409,2026-03-27 03:30:43,facebook,fb_camp_0001,mobile,A,Northeast,0,127.8,35.1,3,2,4.29,0,0,0,,0,4.858260813670253,1.3862943611198906,1.665818245870208,2026-03-27,0.012623512544286555,Medium
s_213257,2026-03-14 12:32:28,google,g_camp_0012,mobile,B,Midwest,0,97.9,80.4,9,2,1.64,0,0,0,,0,4.594109238628667,2.302585092994046,0.9707789171582247,2026-03-14,0.09344098452181573,High
s_899200,2026-03-28 12:20:04,facebook,fb_camp_0002,desktop,A,West,0,77.8,0.0,4,2,1.67,0,0,0,,0,4.366912996863833,1.6094379124341003,0.9820784724121581,2026-03-28,0.007086503564622402,Low
s_853965,2026-03-26 15:20:00,facebook,fb_camp_0001,mobile,B,Midwest,1,37.3,19.0,1,2,4.17,0,0,0,,0,3.6454498961866,0.6931471805599453,1.6428726885203377,2026-03-26,0.0030259213016814394,Low
s_749814,2026-02-16 10:46:39,google,g_camp_0011,mobile,B,South,0,49.9,43.1,3,1,5.13,0,0,0,,0,3.929862923556477,1.3862943611198906,1.81319474994812,2026-02-16,0.007571852863137395,Low
s_056863,2026-03-08 01:45:36,facebook,fb_camp_0001,mobile,B,South,0,3.7,0.0,1,2,7.54,0,0,0,,0,1.547562508716013,0.6931471805599453,2.1447610078004784,2026-03-08,0.0006861107440712946,Low
s_906520,2026-03-27 10:15:09,facebook,fb_camp_0002,desktop,A,West,0,18.6,57.9,1,6,5.77,0,0,0,,0,2.975529566236472,0.6931471805599453,1.9125010869241836,2026-03-27,0.023041158500255607,Medium
s_655525,2026-03-22 09:32:33,facebook,fb_camp_0003,desktop,B,Northeast,0,23.7,52.4,2,3,5.29,0,0,0,,0,3.2068032436339315,1.0986122886681096,1.8389610707123492,2026-03-22,0.01212949200680671,Medium
s_113360,2026-03-15 07:40:44,facebook,fb_camp_0003,mobile,A,South,0,21.5,0.0,2,1,6.31,0,0,0,,0,3.1135153092103742,1.0986122886681096,1.9892432737616872,2026-03-15,0.0014138222589500876,Low
s_124841,2026-02-24 17:39:15,google,g_camp_0011,desktop,B,Northeast,1,95.9,100.0,9,5,1.27,1,5,0,,0,4.5736795188967205,2.302585092994046,0.8197798314933114,2026-02-24,0.34073939510054946,High
s_083655,2026-03-25 08:39:52,facebook,fb_camp_0003,mobile,A,South,0,32.4,46.5,7,4,11.4,0,0,0,,0,3.5085558999826545,2.0794415416798357,2.517696472610991,2026-03-25,0.025431204382855788,Medium
s_988463,2026-02-14 20:15:40,facebook,fb_camp_0002,desktop,A,South,1,27.4,73.8,2,2,4.66,0,0,0,,0,3.3463891451671604,1.0986122886681096,1.7334238922150915,2026-02-14,0.01600994396692224,Medium
s_755877,2026-02-08 07:39:03,facebook,fb_camp_0007,mobile,B,South,0,9.8,3.4,69,1,1.11,0,0,0,,0,2.379546134130174,4.248495242049359,0.7466879474879752,2026-02-08,0.024738557564167173,Medium
s_742244,2026-03-09 13:29:33,facebook,fb_camp_0001,mobile,B,West,0,52.7,19.9,2,1,7.13,0,0,0,,0,3.983413001514819,1.0986122886681096,2.0955609235597192,2026-03-09,0.0030045673333326376,Low
s_306596,2026-02-04 17:22:22,facebook,fb_camp_0002,desktop,A,Northeast,0,53.0,55.3,8,5,5.41,0,0,0,,0,3.9889840465642745,2.1972245773362196,1.8578592709325787,2026-02-04,0.07140901524501363,High
s_739577,2026-02-20 21:07:14,google,g_camp_0011,mobile,B,West,0,10.2,49.7,5,2,6.45,0,0,0,,0,2.4159137783010487,1.791759469228055,2.0082140323914683,2026-02-20,0.00905829672927857,Low
s_596672,2026-02-09 17:49:21,google,g_camp_0012,mobile,B,South,0,6.8,44.1,3,1,6.37,0,0,0,,0,2.0541237336955462,1.3862943611198906,1.9974177062012453,2026-02-09,0.003725852137470483,Low
s_393231,2026-02-08 06:34:35,google,g_camp_0013,desktop,A,Midwest,0,21.2,28.7,1,2,6.07,0,0,0,,0,3.100092288878234,0.6931471805599453,1.9558604799084813,2026-02-08,0.0028664032825274463,Low
s_410965,2026-02-10 08:34:05,facebook,fb_camp_0001,desktop,A,Northeast,0,21.8,45.7,8,4,2.47,1,4,0,,0,3.126760535960395,2.1972245773362196,1.244154593958768,2026-02-10,0.03975186852491563,Medium
s_578525,2026-03-05 01:38:10,facebook,fb_camp_0003,mobile,B,West,1,17.8,11.9,4,2,3.03,1,4,0,,0,2.9338568698359033,1.6094379124341003,1.3937663759585917,2026-03-05,0.004652238748255098,Low
s_384344,2026-02-24 02:04:34,facebook,fb_camp_0001,mobile,A,South,0,5.4,0.0,0,1,30.31,0,0,0,,0,1.8562979903656263,0.0,3.443937535338314,2026-02-24,0.00020281875474492545,Low
s_695304,2026-03-24 09:10:05,facebook,fb_camp_0003,mobile,A,South,1,67.3,38.4,1,3,6.66,0,0,0,,0,4.223909766576744,0.6931471805599453,2.0360119837525,2026-03-24,0.007737752785557071,Low
s_432077,2026-02-03 22:22:21,google,g_camp_0011,desktop,A,South,0,98.3,74.0,5,4,2.57,0,0,0,,0,4.598145571051127,1.791759469228055,1.2725655957915476,2026-02-03,0.09223177142311426,High
s_708759,2026-02-12 22:42:08,facebook,fb_camp_0001,mobile,A,South,0,27.7,62.2,3,5,4.32,0,0,0,,0,3.3568971227655755,1.3862943611198906,1.6714733033535532,2026-02-12,0.040211863952028505,Medium
s_884119,2026-02-24 09:37:59,facebook,fb_camp_0001,desktop,A,Northeast,0,22.2,37.0,4,1,5.11,0,0,0,,0,3.144152278672264,1.6094379124341003,1.809926773183504,2026-02-24,0.005980758538976244,Low
s_081268,2026-03-08 10:04:20,google,g_camp_0011,mobile,B,Midwest,1,141.5,49.4,8,5,2.31,1,4,0,,0,4.959341999708705,2.1972245773362196,1.1969481893889715,2026-03-08,0.11338602340043206,High
s_291470,2026-02-07 14:23:03,facebook,fb_camp_0001,mobile,B,Midwest,0,6.7,0.0,0,0,4.42,0,0,0,,0,2.0412203288596382,0.0,1.6900958154515549,2026-02-07,0.0003133083477015916,Low
s_195644,2026-03-24 08:11:36,facebook,fb_camp_0002,desktop,A,Northeast,0,69.0,13.4,2,4,1.54,1,5,0,,0,4.248495242049359,1.0986122886681096,0.9321640810304452,2026-03-24,0.010885613674168595,Low
s_999943,2026-03-24 00:41:54,facebook,fb_camp_0002,desktop,B,Midwest,0,28.4,37.7,3,2,1.07,0,0,0,,0,3.380994674344636,1.3862943611198906,0.7275486072772778,2026-03-24,0.011732521075418157,Medium
s_257157,2026-03-07 15:06:24,google,g_camp_0011,mobile,B,Northeast,0,48.4,100.0,5,3,3.17,0,0,0,,0,3.899950424193877,1.791759469228055,1.4279160358107101,2026-03-07,0.0992954753225251,High
s_424178,2026-03-20 10:16:21,google,g_camp_0013,mobile,A,Midwest,0,23.6,64.7,2,3,3.29,0,0,0,,0,3.202746442938317,1.0986122886681096,1.4562867329399256,2026-03-20,0.019452304082545356,Medium
s_185886,2026-02-12 03:22:29,google,g_camp_0012,mobile,B,Midwest,0,24.9,21.7,1,3,6.22,0,0,0,,0,3.254242968705492,0.6931471805599453,1.9768549529047348,2026-02-12,0.003529515789216899,Low
s_666331,2026-03-18 17:54:06,facebook,fb_camp_0002,desktop,A,Northeast,1,42.7,18.0,3,2,5.29,0,0,0,,0,3.7773481021015445,1.3862943611198906,1.8389610707123492,2026-03-18,0.004881745563985068,Low
s_181740,2026-02-10 11:04:57,google,g_camp_0013,mobile,A,Northeast,0,14.6,53.4,4,5,2.57,0,0,0,,0,2.747270914255491,1.6094379124341003,1.2725655957915476,2026-02-10,0.033294967860882485,Medium
s_525495,2026-03-26 18:29:46,google,g_camp_0011,desktop,B,South,0,87.4,58.2,6,4,1.03,1,5,0,,0,4.481871969643597,1.9459101490553132,0.708035793053696,2026-03-26,0.08254659072558154,High
